# [3]
# Sample c= 6.26 mg/ml
# Intensity scaled by concentration
# Buffer subtracted data file:
# Protein DatFile = /data/visitor/mx1908/bm29/20161119/giulio/1d/mM300_205_ave.dat
# Buffer DatFile = /data/visitor/mx1908/bm29/20161119/giulio/ednaSub/mM300_205_ave_averbuffer.dat
# 
# AutoRg: Rg   =   0.6887 +/- 0.11 ( 15.8%)
# AutoRg: I(0) =   1.08 +/- 0.0034
# AutoRg: Points   138 to 294 ( 157 total)
# AutoRg: Quality: 74.0%
# 
# 
# Sample Information:
# Storage Temperature (degrees C): 20.0
# Measurement Temperature (degrees C): 20.05
# Concentration: 6.26
# Code: 
3.479420999999999903e-02   5.214337e-01   1.194714e+00
3.950545999999999919e-02   9.679712e-02   4.765892e-01
4.421672000000000102e-02   8.090811e-01   3.111259e-01
4.892798000000000286e-02   7.968866e-01   2.385513e-01
5.363923000000000302e-02   8.937843e-01   1.913892e-01
5.835048999999999791e-02   7.707776e-01   1.568782e-01
6.306174999999999975e-02   8.356933e-01   1.305756e-01
6.777299999999999991e-02   9.683838e-01   1.112311e-01
7.248425999999999481e-02   9.868542e-01   9.645725e-02
7.719552000000000358e-02   1.063544e+00   8.524305e-02
8.190677000000000374e-02   9.816278e-01   7.575708e-02
8.661802999999999864e-02   9.966920e-01   6.825860e-02
9.132928999999999353e-02   1.014515e+00   6.250467e-02
9.604053999999999369e-02   9.767303e-01   5.788068e-02
1.007518000000000025e-01   1.058189e+00   5.380347e-02
1.054631000000000041e-01   1.003580e+00   5.018989e-02
1.101743000000000028e-01   1.004815e+00   4.720284e-02
1.148856000000000044e-01   1.060768e+00   4.457775e-02
1.195968000000000031e-01   1.045847e+00   4.234141e-02
1.243081000000000047e-01   1.053102e+00   4.033046e-02
1.290193000000000034e-01   9.643592e-01   3.856347e-02
1.337306000000000050e-01   1.025917e+00   3.716421e-02
1.384419000000000066e-01   1.026022e+00   3.576867e-02
1.431531000000000053e-01   1.072714e+00   3.454741e-02
1.478644000000000069e-01   1.015593e+00   3.340702e-02
1.525756000000000057e-01   1.045209e+00   3.251482e-02
1.572869000000000073e-01   1.012977e+00   3.157179e-02
1.619981000000000060e-01   9.978987e-01   3.067819e-02
1.667094000000000076e-01   1.029372e+00   2.998448e-02
1.714206000000000063e-01   9.685192e-01   2.924935e-02
1.761319000000000079e-01   1.010389e+00   2.860970e-02
1.808432000000000095e-01   1.019898e+00   2.797203e-02
1.855544000000000082e-01   1.020249e+00   2.746728e-02
1.902657000000000098e-01   1.027600e+00   2.700930e-02
1.949769000000000085e-01   1.027218e+00   2.650280e-02
1.996882000000000101e-01   1.026079e+00   2.604167e-02
2.043994000000000089e-01   1.037456e+00   2.562424e-02
2.091107000000000105e-01   1.048297e+00   2.521829e-02
2.138220000000000121e-01   9.952165e-01   2.478659e-02
2.185332000000000108e-01   1.014998e+00   2.447464e-02
2.232445000000000124e-01   1.009818e+00   2.409151e-02
2.279557000000000111e-01   1.024840e+00   2.377976e-02
2.326670000000000127e-01   1.014757e+00   2.347548e-02
2.373782000000000114e-01   1.025736e+00   2.313432e-02
2.420895000000000130e-01   9.967262e-01   2.283563e-02
2.468007000000000117e-01   1.009145e+00   2.257582e-02
2.515120000000000133e-01   1.013090e+00   2.232525e-02
2.562232999999999872e-01   1.031312e+00   2.209661e-02
2.609345000000000137e-01   1.005405e+00   2.177780e-02
2.656457999999999875e-01   9.998150e-01   2.156666e-02
2.703570000000000140e-01   1.034843e+00   2.138324e-02
2.750682999999999878e-01   1.034348e+00   2.118040e-02
2.797795000000000143e-01   1.007709e+00   2.092263e-02
2.844907999999999881e-01   1.037155e+00   2.074003e-02
2.892021000000000175e-01   1.029575e+00   2.054648e-02
2.939132999999999885e-01   1.019149e+00   2.035101e-02
2.986246000000000178e-01   1.009156e+00   2.013288e-02
3.033357999999999888e-01   1.026220e+00   1.997542e-02
3.080471000000000181e-01   1.047068e+00   1.982431e-02
3.127582999999999891e-01   1.003814e+00   1.964498e-02
3.174696000000000184e-01   1.013661e+00   1.942681e-02
3.221808999999999923e-01   1.018334e+00   1.927777e-02
3.268921000000000188e-01   1.019668e+00   1.914480e-02
3.316033999999999926e-01   1.038069e+00   1.905926e-02
3.363146000000000191e-01   1.012329e+00   1.916702e-02
3.410258999999999929e-01   1.023353e+00   1.932742e-02
3.457371000000000194e-01   1.025369e+00   1.943771e-02
3.504483999999999932e-01   1.001861e+00   1.968009e-02
3.551596000000000197e-01   1.016770e+00   2.010347e-02
3.598708999999999936e-01   1.018827e+00   2.033908e-02
3.645822000000000229e-01   1.003451e+00   2.051887e-02
3.692933999999999939e-01   9.987383e-01   2.069877e-02
3.740047000000000232e-01   1.037176e+00   2.086568e-02
3.787158999999999942e-01   1.010164e+00   2.095843e-02
3.834272000000000236e-01   1.022950e+00   2.107868e-02
3.881383999999999945e-01   1.045822e+00   2.120462e-02
3.928497000000000239e-01   1.043089e+00   2.172298e-02
3.975609999999999977e-01   1.036216e+00   2.233076e-02
4.022722000000000242e-01   1.030079e+00   2.281800e-02
4.069834999999999980e-01   9.938318e-01   2.324950e-02
4.116947000000000245e-01   1.046757e+00   2.365408e-02
4.164059999999999984e-01   1.035283e+00   2.395547e-02
4.211172000000000248e-01   1.049037e+00   2.433963e-02
4.258284999999999987e-01   9.961468e-01   2.464171e-02
4.305397000000000252e-01   1.014845e+00   2.502864e-02
4.352509999999999990e-01   1.033261e+00   2.537707e-02
4.399622999999999728e-01   1.045444e+00   2.575622e-02
4.446734999999999993e-01   1.018202e+00   2.616067e-02
4.493847999999999732e-01   1.000311e+00   2.653059e-02
4.540959999999999996e-01   9.811361e-01   2.673533e-02
4.588072999999999735e-01   1.025040e+00   2.590015e-02
4.635185000000000000e-01   1.047206e+00   2.527118e-02
4.682297999999999738e-01   1.026594e+00   2.486068e-02
4.729411000000000032e-01   1.007861e+00   2.451882e-02
4.776522999999999741e-01   9.900870e-01   2.430087e-02
4.823636000000000035e-01   1.026244e+00   2.414026e-02
4.870747999999999744e-01   1.015429e+00   2.396317e-02
4.917861000000000038e-01   1.018531e+00   2.383433e-02
4.964972999999999748e-01   1.018125e+00   2.372192e-02
5.012086000000000041e-01   1.014572e+00   2.360883e-02
5.059198999999999780e-01   1.020911e+00   2.346455e-02
5.106311000000000044e-01   1.040974e+00   2.337791e-02
5.153423999999999783e-01   1.046413e+00   2.326670e-02
5.200536000000000048e-01   1.037947e+00   2.304721e-02
