4.054055466801523289e-01 2.232001132727266679e+01 4.059195626522458383e-02 1.098730620250034917e+01
5.811560920935213703e-01 5.035583543433286025e+01 9.209817783607636421e-02 1.164426208858989042e+01
8.014548033374977454e-01 3.662719178211280990e+01 6.616609313390207914e-02 3.880120639560585971e+01
1.059328606032482689e+00 1.662039529294640872e+01 6.922436318834547520e-02 1.082425086243618928e+01
1.294519753221488489e+00 1.608991258394480539e+01 7.060433816326754097e-02 8.347863431324535455e+00
1.555111528823844180e+00 1.206847526055675957e+01 6.890241753435301375e-02 7.674007634963748714e+00
1.773626515433127215e+00 1.147821023670764617e+01 6.996715987092183564e-02 7.530319462663074503e+00
1.993851057219346634e+00 9.872377109627175074e+00 6.804376241558705851e-02 6.106299428458350498e+00
2.211279366000357349e+00 9.272041534925850925e+00 6.822421519848154148e-02 5.490392706151622448e+00
2.435655296733892694e+00 9.417771923076418972e+00 6.938856146601792008e-02 7.706723332200769327e+00
2.673911181652686153e+00 8.828353258116315772e+00 6.986152940619523577e-02 7.580025599425153082e+00
2.922778878814920489e+00 6.468726812807991777e+00 6.935469275366207276e-02 3.686356302570503729e+00
3.028666210690701188e+00 6.987718625986702570e+00 6.966830525885170378e-02 4.699779364082863786e+00
3.313618800820988586e+00 7.682730738117996339e+00 7.079646335468543772e-02 6.674889465033048808e+00
3.596930542691415766e+00 5.155790642370950749e+00 7.029781389394831881e-02 3.325906416133679322e+00
3.830705591040513891e+00 4.450932370887115574e+00 6.907972374073338695e-02 4.346229605363238768e+00
4.119507863089005184e+00 5.244968475972307864e+00 6.864570903729198814e-02 4.260941435495555041e+00
4.197417396807425760e+00 4.921861562463885065e+00 6.911104243238798406e-02 4.129143078790511012e+00
4.518036410299893113e+00 3.660399070393533627e+00 6.949868158212565983e-02 2.652384336275849464e+00
4.778156144510888659e+00 3.891962508608390436e+00 6.944945443493466541e-02 2.940102792555861821e+00
5.004255004775080451e+00 3.133208433043480401e+00 6.979378734304014786e-02 2.540056500316527188e+00
